day;date;time;Spolu_prejazdy;Smer_MostSNP;Smer_Stary_most
streda;4.3.2020;19:00;24;11;13
streda;4.3.2020;20:00;8;3;5
streda;4.3.2020;21:00;4;2;2
streda;4.3.2020;22:00;2;1;1
streda;4.3.2020;23:00;6;4;2
štvrtok;5.3.2020;0:00;0;0;0
štvrtok;5.3.2020;1:00;2;0;2
štvrtok;5.3.2020;2:00;0;0;0
štvrtok;5.3.2020;3:00;0;0;0
štvrtok;5.3.2020;4:00;0;0;0
štvrtok;5.3.2020;5:00;2;1;1
štvrtok;5.3.2020;6:00;12;7;5
štvrtok;5.3.2020;7:00;17;6;11
štvrtok;5.3.2020;8:00;40;18;22
štvrtok;5.3.2020;9:00;25;13;12
štvrtok;5.3.2020;10:00;28;18;10
štvrtok;5.3.2020;11:00;21;12;9
štvrtok;5.3.2020;12:00;42;21;21
štvrtok;5.3.2020;13:00;39;25;14
štvrtok;5.3.2020;14:00;55;30;25
štvrtok;5.3.2020;15:00;61;35;26
štvrtok;5.3.2020;16:00;78;40;38
štvrtok;5.3.2020;17:00;93;51;42
štvrtok;5.3.2020;18:00;34;16;18
štvrtok;5.3.2020;19:00;17;6;11
štvrtok;5.3.2020;20:00;8;7;1
štvrtok;5.3.2020;21:00;2;1;1
štvrtok;5.3.2020;22:00;5;2;3
štvrtok;5.3.2020;23:00;0;0;0
piatok;6.3.2020;0:00;0;0;0
piatok;6.3.2020;1:00;0;0;0
piatok;6.3.2020;2:00;0;0;0
piatok;6.3.2020;3:00;0;0;0
piatok;6.3.2020;4:00;0;0;0
piatok;6.3.2020;5:00;0;0;0
piatok;6.3.2020;6:00;1;1;0
piatok;6.3.2020;7:00;5;2;3
piatok;6.3.2020;8:00;4;1;3
piatok;6.3.2020;9:00;1;0;1
piatok;6.3.2020;10:00;1;1;0
piatok;6.3.2020;11:00;2;0;2
piatok;6.3.2020;12:00;1;0;1
piatok;6.3.2020;13:00;3;1;2
piatok;6.3.2020;14:00;11;7;4
piatok;6.3.2020;15:00;16;8;8
piatok;6.3.2020;16:00;21;8;13
piatok;6.3.2020;17:00;17;10;7
piatok;6.3.2020;18:00;9;6;3
piatok;6.3.2020;19:00;5;4;1
piatok;6.3.2020;20:00;1;1;0
piatok;6.3.2020;21:00;2;2;0
piatok;6.3.2020;22:00;0;0;0
piatok;6.3.2020;23:00;1;0;1
sobota;7.3.2020;0:00;1;0;1
sobota;7.3.2020;1:00;0;0;0
sobota;7.3.2020;2:00;0;0;0
sobota;7.3.2020;3:00;0;0;0
sobota;7.3.2020;4:00;0;0;0
sobota;7.3.2020;5:00;2;1;1
sobota;7.3.2020;6:00;3;2;1
sobota;7.3.2020;7:00;4;2;2
sobota;7.3.2020;8:00;12;8;4
sobota;7.3.2020;9:00;32;20;12
sobota;7.3.2020;10:00;74;51;23
sobota;7.3.2020;11:00;39;16;23
sobota;7.3.2020;12:00;66;28;38
sobota;7.3.2020;13:00;46;24;22
sobota;7.3.2020;14:00;54;27;27
sobota;7.3.2020;15:00;30;15;15
sobota;7.3.2020;16:00;35;13;22
sobota;7.3.2020;17:00;21;8;13
sobota;7.3.2020;18:00;11;3;8
sobota;7.3.2020;19:00;10;8;2
sobota;7.3.2020;20:00;4;1;3
sobota;7.3.2020;21:00;1;0;1
sobota;7.3.2020;22:00;2;2;0
sobota;7.3.2020;23:00;0;0;0
nede?a;8.3.2020;0:00;1;0;1
nede?a;8.3.2020;1:00;1;0;1
nede?a;8.3.2020;2:00;0;0;0
nede?a;8.3.2020;3:00;0;0;0
nede?a;8.3.2020;4:00;1;0;1
nede?a;8.3.2020;5:00;0;0;0
nede?a;8.3.2020;6:00;2;2;0
nede?a;8.3.2020;7:00;3;3;0
nede?a;8.3.2020;8:00;8;7;1
nede?a;8.3.2020;9:00;44;26;18
nede?a;8.3.2020;10:00;102;81;21
nede?a;8.3.2020;11:00;65;40;25
nede?a;8.3.2020;12:00;100;43;57
nede?a;8.3.2020;13:00;138;72;66
nede?a;8.3.2020;14:00;136;73;63
nede?a;8.3.2020;15:00;122;56;66
nede?a;8.3.2020;16:00;123;59;64
nede?a;8.3.2020;17:00;61;37;24
nede?a;8.3.2020;18:00;23;11;12
nede?a;8.3.2020;19:00;4;1;3
nede?a;8.3.2020;20:00;3;2;1
nede?a;8.3.2020;21:00;1;1;0
nede?a;8.3.2020;22:00;0;0;0
nede?a;8.3.2020;23:00;2;1;1
pondelok;9.3.2020;0:00;0;0;0
pondelok;9.3.2020;1:00;0;0;0
pondelok;9.3.2020;2:00;0;0;0
pondelok;9.3.2020;3:00;0;0;0
pondelok;9.3.2020;4:00;0;0;0
pondelok;9.3.2020;5:00;1;0;1
pondelok;9.3.2020;6:00;7;4;3
pondelok;9.3.2020;7:00;23;8;15
pondelok;9.3.2020;8:00;31;18;13
pondelok;9.3.2020;9:00;20;7;13
pondelok;9.3.2020;10:00;12;6;6
pondelok;9.3.2020;11:00;15;11;4
pondelok;9.3.2020;12:00;15;7;8
pondelok;9.3.2020;13:00;24;14;10
pondelok;9.3.2020;14:00;23;14;9
pondelok;9.3.2020;15:00;57;38;19
pondelok;9.3.2020;16:00;66;40;26
pondelok;9.3.2020;17:00;69;37;32
pondelok;9.3.2020;18:00;43;22;21
pondelok;9.3.2020;19:00;23;17;6
pondelok;9.3.2020;20:00;6;2;4
pondelok;9.3.2020;21:00;7;3;4
pondelok;9.3.2020;22:00;1;1;0
pondelok;9.3.2020;23:00;0;0;0
utorok;10.3.2020;0:00;0;0;0
utorok;10.3.2020;1:00;0;0;0
utorok;10.3.2020;2:00;0;0;0
utorok;10.3.2020;3:00;0;0;0
utorok;10.3.2020;4:00;0;0;0
utorok;10.3.2020;5:00;0;0;0
utorok;10.3.2020;6:00;14;7;7
utorok;10.3.2020;7:00;28;14;14
utorok;10.3.2020;8:00;36;19;17
utorok;10.3.2020;9:00;27;13;14
utorok;10.3.2020;10:00;35;19;16
utorok;10.3.2020;11:00;31;18;13
utorok;10.3.2020;12:00;52;31;21
utorok;10.3.2020;13:00;46;23;23
utorok;10.3.2020;14:00;62;28;34
utorok;10.3.2020;15:00;112;70;42
utorok;10.3.2020;16:00;124;71;53
utorok;10.3.2020;17:00;114;67;47
utorok;10.3.2020;18:00;40;19;21
utorok;10.3.2020;19:00;15;6;9
utorok;10.3.2020;20:00;9;2;7
utorok;10.3.2020;21:00;5;4;1
utorok;10.3.2020;22:00;6;3;3
utorok;10.3.2020;23:00;3;1;2
streda;11.3.2020;0:00;0;0;0
streda;11.3.2020;1:00;0;0;0
streda;11.3.2020;2:00;0;0;0
streda;11.3.2020;3:00;0;0;0
streda;11.3.2020;4:00;0;0;0
streda;11.3.2020;5:00;1;0;1
streda;11.3.2020;6:00;4;2;2
streda;11.3.2020;7:00;11;3;8
streda;11.3.2020;8:00;22;9;13
streda;11.3.2020;9:00;13;8;5
streda;11.3.2020;10:00;5;3;2
streda;11.3.2020;11:00;6;2;4
streda;11.3.2020;12:00;16;6;10
streda;11.3.2020;13:00;23;16;7
streda;11.3.2020;14:00;32;16;16
streda;11.3.2020;15:00;60;33;27
streda;11.3.2020;16:00;84;46;38
streda;11.3.2020;17:00;97;55;42
streda;11.3.2020;18:00;41;23;18
streda;11.3.2020;19:00;21;13;8
streda;11.3.2020;20:00;20;6;14
streda;11.3.2020;21:00;7;1;6
streda;11.3.2020;22:00;1;1;0
streda;11.3.2020;23:00;1;1;0
štvrtok;12.3.2020;0:00;1;0;1
štvrtok;12.3.2020;1:00;2;0;2
štvrtok;12.3.2020;2:00;1;1;0
štvrtok;12.3.2020;3:00;0;0;0
štvrtok;12.3.2020;4:00;1;0;1
štvrtok;12.3.2020;5:00;3;3;0
štvrtok;12.3.2020;6:00;26;14;12
štvrtok;12.3.2020;7:00;40;23;17
štvrtok;12.3.2020;8:00;53;23;30
štvrtok;12.3.2020;9:00;42;24;18
štvrtok;12.3.2020;10:00;81;48;33
štvrtok;12.3.2020;11:00;87;49;38
štvrtok;12.3.2020;12:00;106;54;52
štvrtok;12.3.2020;13:00;116;70;46
štvrtok;12.3.2020;14:00;159;100;59
štvrtok;12.3.2020;15:00;215;121;94
štvrtok;12.3.2020;16:00;253;124;129
štvrtok;12.3.2020;17:00;209;108;101
štvrtok;12.3.2020;18:00;93;63;30
štvrtok;12.3.2020;19:00;25;13;12
štvrtok;12.3.2020;20:00;14;9;5
štvrtok;12.3.2020;21:00;12;7;5
štvrtok;12.3.2020;22:00;1;0;1
štvrtok;12.3.2020;23:00;4;2;2
piatok;13.3.2020;0:00;0;0;0
piatok;13.3.2020;1:00;0;0;0
piatok;13.3.2020;2:00;0;0;0
piatok;13.3.2020;3:00;0;0;0
piatok;13.3.2020;4:00;1;0;1
piatok;13.3.2020;5:00;1;0;1
piatok;13.3.2020;6:00;1;0;1
piatok;13.3.2020;7:00;11;3;8
piatok;13.3.2020;8:00;7;5;2
piatok;13.3.2020;9:00;10;7;3
piatok;13.3.2020;10:00;6;2;4
piatok;13.3.2020;11:00;9;5;4
piatok;13.3.2020;12:00;10;7;3
piatok;13.3.2020;13:00;15;10;5
piatok;13.3.2020;14:00;24;13;11
piatok;13.3.2020;15:00;41;24;17
piatok;13.3.2020;16:00;55;33;22
piatok;13.3.2020;17:00;52;28;24
piatok;13.3.2020;18:00;19;11;8
piatok;13.3.2020;19:00;9;3;6
piatok;13.3.2020;20:00;5;4;1
piatok;13.3.2020;21:00;5;2;3
piatok;13.3.2020;22:00;2;2;0
piatok;13.3.2020;23:00;1;1;0
sobota;14.3.2020;0:00;2;1;1
sobota;14.3.2020;1:00;0;0;0
sobota;14.3.2020;2:00;0;0;0
sobota;14.3.2020;3:00;2;1;1
sobota;14.3.2020;4:00;0;0;0
sobota;14.3.2020;5:00;0;0;0
sobota;14.3.2020;6:00;7;4;3
sobota;14.3.2020;7:00;2;1;1
sobota;14.3.2020;8:00;10;8;2
sobota;14.3.2020;9:00;35;13;22
sobota;14.3.2020;10:00;52;30;22
sobota;14.3.2020;11:00;77;49;28
sobota;14.3.2020;12:00;89;56;33
sobota;14.3.2020;13:00;100;64;36
sobota;14.3.2020;14:00;131;69;62
sobota;14.3.2020;15:00;129;67;62
sobota;14.3.2020;16:00;117;58;59
sobota;14.3.2020;17:00;83;52;31
sobota;14.3.2020;18:00;20;13;7
sobota;14.3.2020;19:00;5;3;2
sobota;14.3.2020;20:00;6;4;2
sobota;14.3.2020;21:00;3;0;3
sobota;14.3.2020;22:00;1;0;1
sobota;14.3.2020;23:00;2;1;1
nede?a;15.3.2020;0:00;0;0;0
nede?a;15.3.2020;1:00;0;0;0
nede?a;15.3.2020;2:00;0;0;0
nede?a;15.3.2020;3:00;0;0;0
nede?a;15.3.2020;4:00;0;0;0
nede?a;15.3.2020;5:00;1;0;1
nede?a;15.3.2020;6:00;1;1;0
nede?a;15.3.2020;7:00;5;3;2
nede?a;15.3.2020;8:00;8;7;1
nede?a;15.3.2020;9:00;17;7;10
nede?a;15.3.2020;10:00;45;21;24
nede?a;15.3.2020;11:00;71;36;35
nede?a;15.3.2020;12:00;91;59;32
nede?a;15.3.2020;13:00;82;52;30
nede?a;15.3.2020;14:00;120;71;49
nede?a;15.3.2020;15:00;155;82;73
nede?a;15.3.2020;16:00;113;64;49
nede?a;15.3.2020;17:00;64;28;36
nede?a;15.3.2020;18:00;28;21;7
nede?a;15.3.2020;19:00;5;2;3
nede?a;15.3.2020;20:00;0;0;0
nede?a;15.3.2020;21:00;2;1;1
nede?a;15.3.2020;22:00;0;0;0
nede?a;15.3.2020;23:00;3;2;1
pondelok;16.3.2020;0:00;1;0;1
pondelok;16.3.2020;1:00;0;0;0
pondelok;16.3.2020;2:00;0;0;0
pondelok;16.3.2020;3:00;0;0;0
pondelok;16.3.2020;4:00;0;0;0
pondelok;16.3.2020;5:00;2;1;1
pondelok;16.3.2020;6:00;8;4;4
pondelok;16.3.2020;7:00;11;5;6
pondelok;16.3.2020;8:00;19;10;9
pondelok;16.3.2020;9:00;12;4;8
pondelok;16.3.2020;10:00;12;6;6
pondelok;16.3.2020;11:00;19;8;11
pondelok;16.3.2020;12:00;22;12;10
pondelok;16.3.2020;13:00;33;13;20
pondelok;16.3.2020;14:00;47;23;24
pondelok;16.3.2020;15:00;57;36;21
pondelok;16.3.2020;16:00;81;54;27
pondelok;16.3.2020;17:00;68;34;34
pondelok;16.3.2020;18:00;29;17;12
pondelok;16.3.2020;19:00;16;10;6
pondelok;16.3.2020;20:00;9;3;6
pondelok;16.3.2020;21:00;5;3;2
pondelok;16.3.2020;22:00;0;0;0
pondelok;16.3.2020;23:00;0;0;0
utorok;17.3.2020;0:00;1;1;0
utorok;17.3.2020;1:00;0;0;0
utorok;17.3.2020;2:00;0;0;0
utorok;17.3.2020;3:00;0;0;0
utorok;17.3.2020;4:00;0;0;0
utorok;17.3.2020;5:00;0;0;0
utorok;17.3.2020;6:00;9;6;3
utorok;17.3.2020;7:00;19;10;9
utorok;17.3.2020;8:00;19;8;11
utorok;17.3.2020;9:00;14;8;6
utorok;17.3.2020;10:00;26;14;12
utorok;17.3.2020;11:00;39;24;15
utorok;17.3.2020;12:00;52;27;25
utorok;17.3.2020;13:00;40;19;21
utorok;17.3.2020;14:00;60;32;28
utorok;17.3.2020;15:00;70;45;25
utorok;17.3.2020;16:00;63;28;35
utorok;17.3.2020;17:00;68;42;26
utorok;17.3.2020;18:00;31;16;15
utorok;17.3.2020;19:00;8;6;2
utorok;17.3.2020;20:00;8;4;4
utorok;17.3.2020;21:00;3;2;1
utorok;17.3.2020;22:00;1;1;0
utorok;17.3.2020;23:00;3;1;2
streda;18.3.2020;0:00;0;0;0
streda;18.3.2020;1:00;0;0;0
streda;18.3.2020;2:00;0;0;0
streda;18.3.2020;3:00;0;0;0
streda;18.3.2020;4:00;1;0;1
streda;18.3.2020;5:00;0;0;0
streda;18.3.2020;6:00;9;6;3
streda;18.3.2020;7:00;24;15;9
streda;18.3.2020;8:00;25;11;14
streda;18.3.2020;9:00;18;10;8
streda;18.3.2020;10:00;46;16;30
streda;18.3.2020;11:00;84;50;34
streda;18.3.2020;12:00;106;64;42
streda;18.3.2020;13:00;119;62;57
streda;18.3.2020;14:00;169;81;88
streda;18.3.2020;15:00;213;122;91
streda;18.3.2020;16:00;253;168;85
streda;18.3.2020;17:00;201;110;91
streda;18.3.2020;18:00;80;51;29
streda;18.3.2020;19:00;21;12;9
streda;18.3.2020;20:00;4;3;1
streda;18.3.2020;21:00;5;3;2
streda;18.3.2020;22:00;1;0;1
streda;18.3.2020;23:00;2;1;1
štvrtok;19.3.2020;0:00;2;1;1
štvrtok;19.3.2020;1:00;0;0;0
štvrtok;19.3.2020;2:00;0;0;0
štvrtok;19.3.2020;3:00;0;0;0
štvrtok;19.3.2020;4:00;0;0;0
štvrtok;19.3.2020;5:00;3;0;3
štvrtok;19.3.2020;6:00;14;8;6
štvrtok;19.3.2020;7:00;21;11;10
štvrtok;19.3.2020;8:00;34;18;16
štvrtok;19.3.2020;9:00;30;14;16
štvrtok;19.3.2020;10:00;53;27;26
štvrtok;19.3.2020;11:00;72;34;38
štvrtok;19.3.2020;12:00;87;51;36
štvrtok;19.3.2020;13:00;110;67;43
štvrtok;19.3.2020;14:00;194;114;80
štvrtok;19.3.2020;15:00;244;139;105
štvrtok;19.3.2020;16:00;267;160;107
štvrtok;19.3.2020;17:00;267;155;112
štvrtok;19.3.2020;18:00;97;60;37
štvrtok;19.3.2020;19:00;26;17;9
štvrtok;19.3.2020;20:00;6;3;3
štvrtok;19.3.2020;21:00;7;5;2
štvrtok;19.3.2020;22:00;0;0;0
štvrtok;19.3.2020;23:00;1;0;1
piatok;20.3.2020;0:00;0;0;0
piatok;20.3.2020;1:00;0;0;0
piatok;20.3.2020;2:00;0;0;0
piatok;20.3.2020;3:00;0;0;0
piatok;20.3.2020;4:00;0;0;0
piatok;20.3.2020;5:00;1;1;0
piatok;20.3.2020;6:00;17;12;5
piatok;20.3.2020;7:00;21;15;6
piatok;20.3.2020;8:00;32;16;16
piatok;20.3.2020;9:00;25;12;13
piatok;20.3.2020;10:00;34;16;18
piatok;20.3.2020;11:00;58;28;30
piatok;20.3.2020;12:00;92;55;37
piatok;20.3.2020;13:00;152;74;78
piatok;20.3.2020;14:00;188;103;85
piatok;20.3.2020;15:00;280;146;134
piatok;20.3.2020;16:00;291;178;113
piatok;20.3.2020;17:00;244;141;103
piatok;20.3.2020;18:00;94;51;43
piatok;20.3.2020;19:00;26;13;13
piatok;20.3.2020;20:00;10;4;6
piatok;20.3.2020;21:00;7;5;2
piatok;20.3.2020;22:00;3;2;1
piatok;20.3.2020;23:00;4;4;0
sobota;21.3.2020;0:00;1;0;1
sobota;21.3.2020;1:00;0;0;0
sobota;21.3.2020;2:00;0;0;0
sobota;21.3.2020;3:00;0;0;0
sobota;21.3.2020;4:00;0;0;0
sobota;21.3.2020;5:00;0;0;0
sobota;21.3.2020;6:00;1;0;1
sobota;21.3.2020;7:00;1;0;1
sobota;21.3.2020;8:00;0;0;0
sobota;21.3.2020;9:00;1;1;0
sobota;21.3.2020;10:00;1;1;0
sobota;21.3.2020;11:00;3;0;3
sobota;21.3.2020;12:00;3;1;2
sobota;21.3.2020;13:00;11;8;3
sobota;21.3.2020;14:00;21;10;11
sobota;21.3.2020;15:00;17;6;11
sobota;21.3.2020;16:00;8;3;5
sobota;21.3.2020;17:00;17;6;11
sobota;21.3.2020;18:00;5;3;2
sobota;21.3.2020;19:00;0;0;0
sobota;21.3.2020;20:00;2;2;0
sobota;21.3.2020;21:00;0;0;0
sobota;21.3.2020;22:00;0;0;0
sobota;21.3.2020;23:00;0;0;0
nede?a;22.3.2020;0:00;2;1;1
nede?a;22.3.2020;1:00;0;0;0
nede?a;22.3.2020;2:00;0;0;0
nede?a;22.3.2020;3:00;0;0;0
nede?a;22.3.2020;4:00;0;0;0
nede?a;22.3.2020;5:00;0;0;0
nede?a;22.3.2020;6:00;3;2;1
nede?a;22.3.2020;7:00;3;0;3
nede?a;22.3.2020;8:00;7;5;2
nede?a;22.3.2020;9:00;8;3;5
nede?a;22.3.2020;10:00;20;15;5
nede?a;22.3.2020;11:00;42;23;19
nede?a;22.3.2020;12:00;33;18;15
nede?a;22.3.2020;13:00;41;19;22
nede?a;22.3.2020;14:00;47;26;21
nede?a;22.3.2020;15:00;47;28;19
nede?a;22.3.2020;16:00;21;11;10
nede?a;22.3.2020;17:00;21;16;5
nede?a;22.3.2020;18:00;10;5;5
nede?a;22.3.2020;19:00;6;3;3
nede?a;22.3.2020;20:00;0;0;0
nede?a;22.3.2020;21:00;2;2;0
nede?a;22.3.2020;22:00;2;0;2
nede?a;22.3.2020;23:00;0;0;0
pondelok;23.3.2020;0:00;0;0;0
pondelok;23.3.2020;1:00;0;0;0
pondelok;23.3.2020;2:00;0;0;0
pondelok;23.3.2020;3:00;0;0;0
pondelok;23.3.2020;4:00;1;0;1
pondelok;23.3.2020;5:00;0;0;0
pondelok;23.3.2020;6:00;7;5;2
pondelok;23.3.2020;7:00;6;2;4
pondelok;23.3.2020;8:00;9;5;4
pondelok;23.3.2020;9:00;13;6;7
pondelok;23.3.2020;10:00;10;4;6
pondelok;23.3.2020;11:00;15;9;6
pondelok;23.3.2020;12:00;10;5;5
pondelok;23.3.2020;13:00;26;17;9
pondelok;23.3.2020;14:00;20;7;13
pondelok;23.3.2020;15:00;17;13;4
pondelok;23.3.2020;16:00;22;9;13
pondelok;23.3.2020;17:00;20;14;6
pondelok;23.3.2020;18:00;20;12;8
pondelok;23.3.2020;19:00;3;2;1
pondelok;23.3.2020;20:00;2;1;1
pondelok;23.3.2020;21:00;0;0;0
pondelok;23.3.2020;22:00;1;0;1
pondelok;23.3.2020;23:00;1;1;0
utorok;24.3.2020;0:00;1;0;1
utorok;24.3.2020;1:00;0;0;0
utorok;24.3.2020;2:00;0;0;0
utorok;24.3.2020;3:00;0;0;0
utorok;24.3.2020;4:00;0;0;0
utorok;24.3.2020;5:00;0;0;0
utorok;24.3.2020;6:00;10;6;4
utorok;24.3.2020;7:00;7;3;4
utorok;24.3.2020;8:00;14;6;8
utorok;24.3.2020;9:00;11;5;6
utorok;24.3.2020;10:00;6;2;4
utorok;24.3.2020;11:00;15;7;8
utorok;24.3.2020;12:00;27;19;8
utorok;24.3.2020;13:00;31;16;15
utorok;24.3.2020;14:00;35;21;14
utorok;24.3.2020;15:00;67;40;27
utorok;24.3.2020;16:00;85;52;33
utorok;24.3.2020;17:00;71;39;32
utorok;24.3.2020;18:00;31;18;13
utorok;24.3.2020;19:00;12;7;5
utorok;24.3.2020;20:00;2;1;1
utorok;24.3.2020;21:00;4;3;1
utorok;24.3.2020;22:00;1;1;0
utorok;24.3.2020;23:00;2;1;1
streda;25.3.2020;0:00;0;0;0
streda;25.3.2020;1:00;0;0;0
streda;25.3.2020;2:00;0;0;0
streda;25.3.2020;3:00;0;0;0
streda;25.3.2020;4:00;0;0;0
streda;25.3.2020;5:00;3;2;1
streda;25.3.2020;6:00;4;3;1
streda;25.3.2020;7:00;8;4;4
streda;25.3.2020;8:00;13;7;6
streda;25.3.2020;9:00;8;3;5
streda;25.3.2020;10:00;10;7;3
streda;25.3.2020;11:00;5;2;3
streda;25.3.2020;12:00;15;10;5
streda;25.3.2020;13:00;11;7;4
streda;25.3.2020;14:00;10;8;2
streda;25.3.2020;15:00;10;4;6
streda;25.3.2020;16:00;22;14;8
streda;25.3.2020;17:00;13;7;6
streda;25.3.2020;18:00;12;8;4
streda;25.3.2020;19:00;4;3;1
streda;25.3.2020;20:00;1;1;0
streda;25.3.2020;21:00;1;1;0
streda;25.3.2020;22:00;0;0;0
streda;25.3.2020;23:00;2;1;1
štvrtok;26.3.2020;0:00;0;0;0
štvrtok;26.3.2020;1:00;0;0;0
štvrtok;26.3.2020;2:00;0;0;0
štvrtok;26.3.2020;3:00;0;0;0
štvrtok;26.3.2020;4:00;0;0;0
štvrtok;26.3.2020;5:00;2;1;1
štvrtok;26.3.2020;6:00;3;2;1
štvrtok;26.3.2020;7:00;10;3;7
štvrtok;26.3.2020;8:00;11;6;5
štvrtok;26.3.2020;9:00;8;4;4
štvrtok;26.3.2020;10:00;14;9;5
štvrtok;26.3.2020;11:00;17;9;8
štvrtok;26.3.2020;12:00;21;8;13
štvrtok;26.3.2020;13:00;40;22;18
štvrtok;26.3.2020;14:00;51;31;20
štvrtok;26.3.2020;15:00;71;44;27
štvrtok;26.3.2020;16:00;76;38;38
štvrtok;26.3.2020;17:00;92;52;40
štvrtok;26.3.2020;18:00;64;35;29
štvrtok;26.3.2020;19:00;15;11;4
štvrtok;26.3.2020;20:00;4;0;4
štvrtok;26.3.2020;21:00;5;1;4
štvrtok;26.3.2020;22:00;0;0;0
štvrtok;26.3.2020;23:00;1;1;0
piatok;27.3.2020;0:00;2;1;1
piatok;27.3.2020;1:00;0;0;0
piatok;27.3.2020;2:00;0;0;0
piatok;27.3.2020;3:00;0;0;0
piatok;27.3.2020;4:00;0;0;0
piatok;27.3.2020;5:00;4;3;1
piatok;27.3.2020;6:00;8;7;1
piatok;27.3.2020;7:00;12;6;6
piatok;27.3.2020;8:00;17;5;12
piatok;27.3.2020;9:00;14;8;6
piatok;27.3.2020;10:00;39;24;15
piatok;27.3.2020;11:00;67;41;26
piatok;27.3.2020;12:00;81;33;48
piatok;27.3.2020;13:00;130;58;72
piatok;27.3.2020;14:00;138;86;52
piatok;27.3.2020;15:00;203;104;99
piatok;27.3.2020;16:00;239;129;110
piatok;27.3.2020;17:00;178;108;70
piatok;27.3.2020;18:00;98;52;46
piatok;27.3.2020;19:00;17;8;9
piatok;27.3.2020;20:00;9;4;5
piatok;27.3.2020;21:00;5;2;3
piatok;27.3.2020;22:00;3;1;2
piatok;27.3.2020;23:00;2;1;1
sobota;28.3.2020;0:00;0;0;0
sobota;28.3.2020;1:00;0;0;0
sobota;28.3.2020;2:00;1;0;1
sobota;28.3.2020;3:00;0;0;0
sobota;28.3.2020;4:00;1;0;1
sobota;28.3.2020;5:00;1;0;1
sobota;28.3.2020;6:00;5;2;3
sobota;28.3.2020;7:00;7;3;4
sobota;28.3.2020;8:00;26;14;12
sobota;28.3.2020;9:00;70;44;26
sobota;28.3.2020;10:00;140;82;58
sobota;28.3.2020;11:00;164;101;63
sobota;28.3.2020;12:00;195;126;69
sobota;28.3.2020;13:00;256;147;109
sobota;28.3.2020;14:00;305;186;119
sobota;28.3.2020;15:00;304;150;154
sobota;28.3.2020;16:00;330;175;155
sobota;28.3.2020;17:00;212;111;101
sobota;28.3.2020;18:00;91;56;35
sobota;28.3.2020;19:00;12;6;6
sobota;28.3.2020;20:00;8;5;3
sobota;28.3.2020;21:00;3;2;1
sobota;28.3.2020;22:00;4;3;1
sobota;28.3.2020;23:00;1;1;0
nede?a;29.3.2020;0:00;1;0;1
nede?a;29.3.2020;1:00;0;0;0
nede?a;29.3.2020;2:00;0;;
nede?a;29.3.2020;3:00;1;1;0
nede?a;29.3.2020;4:00;0;0;0
nede?a;29.3.2020;5:00;0;0;0
nede?a;29.3.2020;6:00;4;3;1
nede?a;29.3.2020;7:00;6;4;2
nede?a;29.3.2020;8:00;10;7;3
nede?a;29.3.2020;9:00;25;17;8
nede?a;29.3.2020;10:00;66;38;28
nede?a;29.3.2020;11:00;78;48;30
nede?a;29.3.2020;12:00;121;74;47
nede?a;29.3.2020;13:00;132;85;47
nede?a;29.3.2020;14:00;155;88;67
nede?a;29.3.2020;15:00;186;101;85
nede?a;29.3.2020;16:00;130;66;64
nede?a;29.3.2020;17:00;97;58;39
nede?a;29.3.2020;18:00;70;41;29
nede?a;29.3.2020;19:00;35;15;20
nede?a;29.3.2020;20:00;6;1;5
nede?a;29.3.2020;21:00;3;1;2
nede?a;29.3.2020;22:00;3;3;0
nede?a;29.3.2020;23:00;1;1;0
pondelok;30.3.2020;0:00;2;1;1
pondelok;30.3.2020;1:00;0;0;0
pondelok;30.3.2020;2:00;0;0;0
pondelok;30.3.2020;3:00;0;0;0
pondelok;30.3.2020;4:00;0;0;0
pondelok;30.3.2020;5:00;1;1;0
pondelok;30.3.2020;6:00;6;4;2
pondelok;30.3.2020;7:00;2;1;1
pondelok;30.3.2020;8:00;8;5;3
pondelok;30.3.2020;9:00;7;2;5
pondelok;30.3.2020;10:00;3;1;2
pondelok;30.3.2020;11:00;4;3;1
pondelok;30.3.2020;12:00;7;3;4
pondelok;30.3.2020;13:00;6;2;4
pondelok;30.3.2020;14:00;9;8;1
pondelok;30.3.2020;15:00;15;11;4
pondelok;30.3.2020;16:00;25;13;12
pondelok;30.3.2020;17:00;25;14;11
pondelok;30.3.2020;18:00;20;8;12
pondelok;30.3.2020;19:00;12;7;5
pondelok;30.3.2020;20:00;10;5;5
pondelok;30.3.2020;21:00;1;0;1
pondelok;30.3.2020;22:00;2;2;0
pondelok;30.3.2020;23:00;0;0;0
utorok;31.3.2020;0:00;0;0;0
utorok;31.3.2020;1:00;0;0;0
utorok;31.3.2020;2:00;0;0;0
utorok;31.3.2020;3:00;0;0;0
utorok;31.3.2020;4:00;0;0;0
utorok;31.3.2020;5:00;1;0;1
utorok;31.3.2020;6:00;3;3;0
utorok;31.3.2020;7:00;9;4;5
utorok;31.3.2020;8:00;8;5;3
utorok;31.3.2020;9:00;12;6;6
utorok;31.3.2020;10:00;14;6;8
utorok;31.3.2020;11:00;28;17;11
utorok;31.3.2020;12:00;23;18;5
utorok;31.3.2020;13:00;32;19;13
utorok;31.3.2020;14:00;32;18;14
utorok;31.3.2020;15:00;31;14;17
utorok;31.3.2020;16:00;49;28;21
utorok;31.3.2020;17:00;40;21;19
utorok;31.3.2020;18:00;34;14;20
utorok;31.3.2020;19:00;18;10;8
utorok;31.3.2020;20:00;2;0;2
